Date,Home_Team,Home Team Goals,Away_Team,Away Team Goals,Home Team Initials,Away Team Initials
1998,Malawi,1,Zimbabwe,0,MWI,ZIM
1998,Barbados,0,Trinidad and Tobago,1,BRB,TRI
1998,Burkina Faso,1,Mozambique,0,BFA,MOZ
1998,Guinea,1,Togo,0,GUI,TOG
1998,Malawi,0,Zimbabwe,2,MWI,ZIM
1998,Burkina Faso,4,Mozambique,2,BFA,MOZ
1998,Trinidad and Tobago,0,Jamaica,0,TRI,JAM
1998,Malawi,0,Zambia,1,MWI,ZAM
1998,Eswatini,1,Botswana,1,SWZ,BOT
1998,Burkina Faso,0,Mali,0,BFA,MLI
1998,Togo,1,Mozambique,2,TOG,MOZ
1998,Lesotho,0,Botswana,0,LES,BOT
1998,Ghana,0,Mozambique,0,GHA,MOZ
1998,Morocco,2,Angola,1,MAR,ANG
1998,Gambia,0,Zambia,2,GAM,ZAM
1998,Lesotho,0,Zimbabwe,2,LES,ZIM
1998,Ghana,3,Mozambique,1,GHA,MOZ
1998,Costa Rica,1,Honduras,4,CRC,HON
1998,El Salvador,2,Trinidad and Tobago,0,SLV,TRI
1998,Turkey,1,Albania,4,TUR,ALB
1998,Namibia,3,South Africa,2,NAM,RSA
1998,Botswana,1,Mozambique,2,BOT,MOZ
1998,Thailand,1,Egypt,1,THA,EGY
1998,Liberia,1,Burkina Faso,2,LBR,BFA
1998,Cameroon,1,Angola,0,CMR,ANG
1998,France,1,Spain,0,FRA,ESP
1998,Italy,3,Slovakia,0,ITA,SVK
1998,Jamaica,0,Sweden,0,JAM,SWE
1998,Togo,2,Mali,1,TOG,MLI
1998,Niger,2,Namibia,1,NIG,NAM
1998,Tunisia,4,Guinea,1,TUN,GUI
1998,Burkina Faso,3,Namibia,1,BFA,NAM
1998,Guatemala,0,El Salvador,0,GUA,SLV
1998,Honduras,1,Trinidad and Tobago,3,HON,TRI
1998,Togo,0,Mali,4,TOG,MLI
1998,Brazil,0,Jamaica,0,BRA,JAM
1998,Cuba,2,Costa Rica,7,CUB,CRC
1998,Mali,0,Tunisia,1,MLI,TUN
1998,New Zealand,0,Chile,0,NZL,CHI
1998,Trinidad and Tobago,2,Mexico,4,TRI,MEX
1998,Brazil,1,Guatemala,1,BRA,GUA
1998,Cyprus,1,Finland,1,CYP,FIN
1998,Iceland,2,Slovenia,3,ISL,SVN
1998,Morocco,3,Niger,0,MAR,NIG
1998,Georgia,2,Latvia,1,GEO,LVA
1998,Malta,1,Albania,1,MLT,ALB
1998,Slovenia,1,Slovakia,1,SVN,SVK
1998,Australia,0,Chile,1,AUS,CHI
1998,Burkina Faso,0,Cameroon,1,BFA,CMR
1998,Iceland,1,Slovakia,2,ISL,SVK
1998,Mexico,2,Honduras,0,MEX,HON
1998,Albania,0,Georgia,3,ALB,GEO
1998,Algeria,0,Guinea,1,ALG,GUI
1998,El Salvador,0,Brazil,4,SLV,BRA
1998,Guatemala,2,Jamaica,3,GUA,JAM
1998,Malta,2,Latvia,1,MLT,LVA
1998,Paraguay,4,Poland,0,PAR,POL
1998,South Africa,0,Angola,0,RSA,ANG
1998,Cyprus,1,Slovenia,0,CYP,SVN
1998,Finland,0,Slovakia,2,FIN,SVK
1998,Ghana,2,Tunisia,0,GHA,TUN
1998,Jamaica,2,El Salvador,0,JAM,SLV
1998,Zambia,1,Morocco,1,ZAM,MAR
1998,Albania,2,Latvia,2,ALB,LVA
1998,Egypt,2,Mozambique,0,EGY,MOZ
1998,Malta,1,Georgia,3,MLT,GEO
1998,Burkina Faso,2,Algeria,1,BFA,ALG
1998,Cameroon,2,Guinea,2,CMR,GUI
1998,England,0,Chile,2,ENG,CHI
1998,Angola,3,Namibia,3,ANG,NAM
1998,Ghana,1,Togo,2,GHA,TOG
1998,Jamaica,0,Mexico,1,JAM,MEX
1998,Morocco,3,Mozambique,0,MAR,MOZ
1998,Zambia,0,Egypt,4,ZAM,EGY
1998,Australia,0,Japan,3,AUS,JPN
1998,Brazil,1,Jamaica,0,BRA,JAM
1998,Burkina Faso,1,Guinea,0,BFA,GUI
1998,Cameroon,2,Algeria,1,CMR,ALG
1998,South Africa,4,Namibia,1,RSA,NAM
1998,Tunisia,3,Togo,1,TUN,TOG
1998,Egypt,0,Morocco,1,EGY,MAR
1998,Zambia,3,Mozambique,1,ZAM,MOZ
1998,Greece,1,Russia,1,GRE,RUS
1998,Israel,4,Turkey,0,ISR,TUR
1998,Oman,0,Germany,2,OMA,GER
1998,Burkina Faso,1,Tunisia,1,BFA,TUN
1998,Antigua and Barbuda,1,Dominica,1,ATG,DMA
1998,Jamaica,2,Nigeria,2,JAM,NGA
1998,Morocco,1,South Africa,2,MAR,RSA
1998,Saudi Arabia,0,Germany,3,KSA,GER
1998,Mexico,2,Netherlands,3,MEX,NED
1998,Burkina Faso,0,Egypt,2,BFA,EGY
1998,France,3,Norway,3,FRA,NOR
1998,Israel,2,Poland,0,ISR,POL
1998,South Africa,0,Egypt,2,RSA,EGY
1998,Japan,5,Hong Kong,1,JPN,HKG
1998,Aruba,3,Suriname,3,ARU,SUR
1998,Eswatini,0,Angola,1,SWZ,ANG
1998,Argentina,2,Bulgaria,0,ARG,BUL
1998,Haiti,4,Puerto Rico,0,HAI,PUR
1998,Dominican Republic,3,Puerto Rico,1,DOM,PUR
1998,Haiti,5,Dominican Republic,0,HAI,DOM
1998,Myanmar,3,Laos,0,MYA,LAO
1998,Mexico,1,Paraguay,1,MEX,PAR
1998,Romania,0,Israel,1,ROU,ISR
1998,Azerbaijan,1,Moldova,0,AZE,MDA
1998,Singapore,1,Philippines,0,SGP,PHI
1998,Austria,2,Hungary,3,AUT,HUN
1998,Belgium,2,Norway,2,BEL,NOR
1998,Czech Republic,2,Republic of Ireland,1,CZE,IRL
1998,Germany,1,Brazil,2,GER,BRA
1998,North Macedonia,1,Bulgaria,0,MKD,BUL
1998,Malta,0,Finland,2,MLT,FIN
1998,Northern Ireland,1,Slovakia,0,NIR,SVK
1998,Poland,2,Slovenia,0,POL,SVN
1998,Russia,1,France,0,RUS,FRA
1998,Scotland,0,Denmark,1,SCO,DEN
1998,Spain,4,Sweden,0,ESP,SWE
1998,Switzerland,1,England,1,SUI,ENG
1998,Wales,0,Jamaica,0,WAL,JAM
1998,Cambodia,1,Philippines,1,CAM,PHI
1998,Singapore,3,Cambodia,0,SGP,CAM
1998,Colombia,1,Paraguay,1,COL,PAR
1998,Dominica,4,British Virgin Islands,1,DMA,VGB
1998,Romania,2,Greece,1,ROU,GRE
1998,Grenada,14,Anguilla,1,GRN,AIA
1998,Israel,2,Argentina,1,ISR,ARG
1998,Mexico,1,Peru,0,MEX,PER
1998,Antigua and Barbuda,2,Grenada,1,ATG,GRN
1998,Guyana,14,Anguilla,0,GUY,AIA
1998,Zimbabwe,5,Namibia,2,ZIM,NAM
1998,Jamaica,1,North Macedonia,2,JAM,MKD
1998,Latvia,1,Lithuania,2,LVA,LTU
1998,Belgium,1,Romania,1,BEL,ROU
1998,Bulgaria,2,Morocco,1,BUL,MAR
1998,Chile,2,Colombia,2,CHI,COL
1998,Croatia,4,Poland,1,CRO,POL
1998,Denmark,0,Norway,2,DEN,NOR
1998,England,3,Portugal,0,ENG,POR
1998,Germany,1,Nigeria,0,GER,NGA
1998,Hungary,0,North Macedonia,0,HUN,MKD
1998,Republic of Ireland,0,Argentina,2,IRL,ARG
1998,Italy,3,Paraguay,1,ITA,PAR
1998,Northern Ireland,1,Switzerland,0,NIR,SUI
1998,Russia,1,Turkey,0,RUS,TUR
1998,Scotland,1,Finland,1,SCO,FIN
1998,Slovenia,1,Czech Republic,3,SVN,CZE
1998,Sweden,0,France,0,SWE,FRA
1998,Azerbaijan,2,Uzbekistan,1,AZE,UZB
1998,Brazil,0,Argentina,1,BRA,ARG
1998,Chile,1,Lithuania,0,CHI,LTU
1998,Tunisia,1,Georgia,1,TUN,GEO
1998,Angola,1,Zambia,1,ANG,ZAM
1998,Jamaica,0,Saudi Arabia,0,JAM,KSA
1998,Cayman Islands,2,Cuba,2,CAY,CUB
1998,Cuba,2,Bermuda,1,CUB,BER
1998,Estonia,0,Mexico,6,EST,MEX
1998,Saudi Arabia,2,Trinidad and Tobago,1,KSA,TRI
1998,Cayman Islands,2,Bermuda,0,CAY,BER
1998,Iceland,1,Saudi Arabia,1,ISL,KSA
1998,Argentina,5,Bosnia and Herzegovina,0,ARG,BIH
1998,Estonia,0,Azerbaijan,0,EST,AZE
1998,Zambia,1,Mozambique,0,ZAM,MOZ
1998,Japan,1,Paraguay,1,JPN,PAR
1998,Latvia,1,Israel,5,LVA,ISR
1998,Saudi Arabia,2,Namibia,1,KSA,NAM
1998,Canada,1,North Macedonia,0,CAN,MKD
1998,Argentina,1,Chile,0,ARG,CHI
1998,Cameroon,2,Burkina Faso,0,CMR,BFA
1998,Norway,5,Mexico,2,NOR,MEX
1998,South Africa,1,Zambia,1,RSA,ZAM
1998,Czech Republic,1,Paraguay,0,CZE,PAR
1998,England,0,Saudi Arabia,0,ENG,KSA
1998,Republic of Ireland,0,Mexico,0,IRL,MEX
1998,Chile,2,Uruguay,2,CHI,URU
1998,Japan,0,Czech Republic,0,JPN,CZE
1998,Mozambique,0,Zimbabwe,2,MOZ,ZIM
1998,Argentina,2,South Africa,0,ARG,RSA
1998,Austria,2,Tunisia,1,AUT,TUN
1998,Belgium,0,France,1,BEL,FRA
1998,Finland,0,Germany,0,FIN,GER
1998,Hungary,1,Lithuania,0,HUN,LTU
1998,Morocco,0,England,1,MAR,ENG
1998,Netherlands,0,Cameroon,0,NED,CMR
1998,Norway,6,Saudi Arabia,0,NOR,KSA
1998,Poland,3,Russia,1,POL,RUS
1998,Sweden,3,Denmark,0,SWE,DEN
1998,Belgium,0,England,0,BEL,ENG
1998,Morocco,2,France,2,MAR,FRA
1998,Georgia,1,Russia,1,GEO,RUS
1998,Germany,3,Colombia,1,GER,COL
1998,Namibia,1,Angola,1,NAM,ANG
1998,Chile,3,Tunisia,2,CHI,TUN
1998,Japan,1,Mexico,2,JPN,MEX
1998,Luxembourg,0,Cameroon,2,LUX,CMR
1998,Netherlands,5,Paraguay,1,NED,PAR
1998,Austria,6,Liechtenstein,0,AUT,LIE
1998,Sweden,1,Italy,0,SWE,ITA
1998,Andorra,0,Brazil,3,AND,BRA
1998,Belgium,2,Colombia,0,BEL,COL
1998,North Macedonia,1,Bosnia and Herzegovina,1,MKD,BIH
1998,Malta,0,Wales,3,MLT,WAL
1998,Romania,3,Paraguay,2,ROU,PAR
1998,Saudi Arabia,0,Mexico,0,KSA,MEX
1998,Spain,4,Northern Ireland,1,ESP,NIR
1998,Chile,1,Morocco,1,CHI,MAR
1998,Estonia,5,Faroe Islands,0,EST,FRO
1998,Bulgaria,2,Algeria,0,BUL,ALG
1998,Denmark,1,Cameroon,2,DEN,CMR
1998,Finland,0,France,1,FIN,FRA
1998,Germany,7,Luxembourg,0,GER,LUX
1998,Netherlands,5,Nigeria,1,NED,NGA
1998,Belgium,1,Paraguay,0,BEL,PAR
1998,Croatia,7,Australia,0,CRO,AUS
1998,Iceland,1,South Africa,1,ISL,RSA
1998,Kenya,1,Seychelles,1,KEN,SEY
1998,Romania,5,Moldova,1,ROU,MDA
1998,Tunisia,4,Wales,0,TUN,WAL
1998,Belarus,5,Lithuania,0,BLR,LTU
1998,Brazil,2,Scotland,1,BRA,SCO
1998,Morocco,2,Norway,2,MAR,NOR
1998,Cameroon,1,Austria,1,CMR,AUT
1998,Italy,2,Chile,2,ITA,CHI
1998,France,3,South Africa,0,FRA,RSA
1998,Paraguay,0,Bulgaria,0,PAR,BUL
1998,Saudi Arabia,0,Denmark,1,KSA,DEN
1998,Netherlands,0,Belgium,0,NED,BEL
1998,Seychelles,0,Kenya,1,SEY,KEN
1998,Spain,2,Nigeria,3,ESP,NGA
1998,Argentina,1,Japan,0,ARG,JPN
1998,Jamaica,1,Croatia,3,JAM,CRO
1998,England,2,Tunisia,0,ENG,TUN
1998,Romania,1,Colombia,0,ROU,COL
1998,Brazil,3,Morocco,0,BRA,MAR
1998,Scotland,1,Norway,1,SCO,NOR
1998,Chile,1,Austria,1,CHI,AUT
1998,Italy,3,Cameroon,0,ITA,CMR
1998,France,4,Saudi Arabia,0,FRA,KSA
1998,South Africa,1,Denmark,1,RSA,DEN
1998,Nigeria,1,Bulgaria,0,NGA,BUL
1998,Spain,0,Paraguay,0,ESP,PAR
1998,Belgium,2,Mexico,2,BEL,MEX
1998,Japan,0,Croatia,1,JPN,CRO
1998,Argentina,5,Jamaica,0,ARG,JAM
1998,Colombia,1,Tunisia,0,COL,TUN
1998,Estonia,2,Andorra,1,EST,AND
1998,Romania,2,England,1,ROU,ENG
1998,Brazil,1,Norway,2,BRA,NOR
1998,Chile,1,Cameroon,1,CHI,CMR
1998,Italy,2,Austria,1,ITA,AUT
1998,Scotland,0,Morocco,3,SCO,MAR
1998,Andorra,0,Azerbaijan,0,AND,AZE
1998,France,2,Denmark,1,FRA,DEN
1998,Nigeria,1,Paraguay,3,NGA,PAR
1998,South Africa,2,Saudi Arabia,2,RSA,KSA
1998,Spain,6,Bulgaria,1,ESP,BUL
1998,Estonia,0,Latvia,2,EST,LVA
1998,Netherlands,2,Mexico,2,NED,MEX
1998,Argentina,1,Croatia,0,ARG,CRO
1998,Azerbaijan,2,Lithuania,1,AZE,LTU
1998,Colombia,0,England,2,COL,ENG
1998,Japan,1,Jamaica,2,JPN,JAM
1998,Latvia,2,Andorra,0,LVA,AND
1998,Romania,1,Tunisia,1,ROU,TUN
1998,Brazil,4,Chile,1,BRA,CHI
1998,Italy,1,Norway,0,ITA,NOR
1998,Estonia,0,Lithuania,0,EST,LTU
1998,France,1,Paraguay,0,FRA,PAR
1998,Nigeria,1,Denmark,4,NGA,DEN
1998,Germany,2,Mexico,1,GER,MEX
1998,Lithuania,4,Andorra,0,LTU,AND
1998,Argentina,2,England,2,ARG,ENG
1998,Romania,0,Croatia,1,ROU,CRO
1998,Oman,1,Syria,2,OMA,SYR
1998,Brazil,3,Denmark,2,BRA,DEN
1998,France,0,Italy,0,FRA,ITA
1998,Germany,0,Croatia,3,GER,CRO
1998,Netherlands,2,Argentina,1,NED,ARG
1998,Rwanda,2,Tanzania,0,RWA,TAN
1998,Malawi,2,Mozambique,1,MWI,MOZ
1998,Rwanda,2,Tanzania,2,RWA,TAN
1998,Brazil,1,Netherlands,1,BRA,NED
1998,France,2,Croatia,1,FRA,CRO
1998,Malawi,2,Mozambique,2,MWI,MOZ
1998,Uganda,3,Tanzania,0,UGA,TAN
1998,Malawi,0,Mozambique,0,MWI,MOZ
1998,Netherlands,1,Croatia,2,NED,CRO
1998,France,3,Brazil,0,FRA,BRA
1998,Ukraine,1,Poland,2,UKR,POL
1998,Malawi,1,Zimbabwe,0,MWI,ZIM
1998,Uganda,3,Kenya,3,UGA,KEN
1998,Mozambique,1,Angola,1,MOZ,ANG
1998,Malawi,0,Zimbabwe,0,MWI,ZIM
1998,Syria,3,Jordan,0,SYR,JOR
1998,Jamaica,4,Cayman Islands,0,JAM,CAY
1998,Trinidad and Tobago,3,Antigua and Barbuda,2,TRI,ATG
1998,Lebanon,0,Jordan,2,LBN,JOR
1998,Antigua and Barbuda,2,Dominica,1,ATG,DMA
1998,Burkina Faso,1,Niger,0,BFA,NIG
1998,Cayman Islands,0,Haiti,1,CAY,HAI
1998,Benin,0,Ghana,1,BEN,GHA
1998,Jamaica,2,Haiti,1,JAM,HAI
1998,Lebanon,0,Syria,1,LBN,SYR
1998,Senegal,3,Mali,1,SEN,MLI
1998,Trinidad and Tobago,8,Dominica,0,TRI,DMA
1998,Jamaica,1,Antigua and Barbuda,0,JAM,ATG
1998,Trinidad and Tobago,4,Haiti,1,TRI,HAI
1998,Antigua and Barbuda,2,Haiti,3,ATG,HAI
1998,Kenya,3,Djibouti,0,KEN,DJI
1998,Libya,0,Algeria,2,LBY,ALG
1998,Trinidad and Tobago,1,Jamaica,2,TRI,JAM
1998,Namibia,2,Malawi,1,NAM,MWI
1998,Uganda,5,Rwanda,0,UGA,RWA
1998,Botswana,0,Mozambique,0,BOT,MOZ
1998,Burundi,1,Tanzania,0,BDI,TAN
1998,Chad,1,Congo,1,CHA,CGO
1998,Equatorial Guinea,0,Gabon,2,EQG,GAB
1998,Lesotho,1,Mauritius,1,LES,MRI
1998,Niger,2,Liberia,1,NIG,LBR
1998,Eswatini,1,Madagascar,2,SWZ,MAD
1998,Zambia,1,Namibia,1,ZAM,NAM
1998,Benin,1,Niger,1,BEN,NIG
1998,Azerbaijan,1,Georgia,0,AZE,GEO
1998,Algeria,3,Libya,0,ALG,LBY
1998,Kenya,9,Djibouti,1,KEN,DJI
1998,Malawi,0,Namibia,1,MWI,NAM
1998,Mozambique,2,Botswana,1,MOZ,BOT
1998,Tanzania,0,Burundi,1,TAN,BDI
1998,Thailand,4,Uzbekistan,1,THA,UZB
1998,Angola,2,Benin,0,ANG,BEN
1998,Congo,0,Chad,0,CGO,CHA
1998,Gabon,3,Equatorial Guinea,0,GAB,EQG
1998,Liberia,2,Niger,0,LBR,NIG
1998,Lithuania,1,Moldova,1,LTU,MDA
1998,Rwanda,0,Uganda,0,RWA,UGA
1998,Armenia,1,Lebanon,0,ARM,LBN
1998,Poland,2,Israel,0,POL,ISR
1998,Austria,2,France,2,AUT,FRA
1998,Bosnia and Herzegovina,1,Faroe Islands,0,BIH,FRO
1998,Cyprus,3,Albania,2,CYP,ALB
1998,Czech Republic,1,Denmark,0,CZE,DEN
1998,Hungary,2,Slovenia,1,HUN,SVN
1998,Iceland,4,Latvia,1,ISL,LVA
1998,Lithuania,0,Belarus,3,LTU,BLR
1998,Norway,0,Romania,0,NOR,ROU
1998,Portugal,2,Mozambique,1,POR,MOZ
1998,Slovakia,0,Finland,0,SVK,FIN
1998,Sweden,1,Russia,0,SWE,RUS
1998,Ukraine,4,Georgia,0,UKR,GEO
1998,Estonia,0,Moldova,1,EST,MDA
1998,Burkina Faso,1,Togo,1,BFA,TOG
1998,Mauritius,3,Lesotho,1,MRI,LES
1998,Malaysia,0,Singapore,2,MAS,SGP
1998,Vietnam,4,Laos,1,VIE,LAO
1998,Indonesia,3,Philippines,0,IDN,PHI
1998,Thailand,1,Myanmar,1,THA,MYA
1998,Malaysia,0,Laos,0,MAS,LAO
1998,Vietnam,0,Singapore,0,VIE,SGP
1998,Indonesia,6,Myanmar,2,IDN,MYA
1998,Thailand,3,Philippines,1,THA,PHI
1998,Angola,2,Zimbabwe,1,ANG,ZIM
1998,Singapore,4,Laos,1,SGP,LAO
1998,Vietnam,1,Malaysia,0,VIE,MAS
1998,Burkina Faso,1,Senegal,1,BFA,SEN
1998,Myanmar,5,Philippines,2,MYA,PHI
1998,Thailand,3,Indonesia,2,THA,IDN
1998,Cook Islands,2,Samoa,1,COK,SAM
1998,Malta,1,Germany,2,MLT,GER
1998,Morocco,2,Senegal,0,MAR,SEN
1998,Romania,7,Liechtenstein,0,ROU,LIE
1998,Singapore,2,Indonesia,1,SGP,IDN
1998,Tahiti,5,Tonga,0,TAH,TGA
1998,Vietnam,3,Thailand,0,VIE,THA
1998,Armenia,3,Andorra,1,ARM,AND
1998,Austria,1,Israel,1,AUT,ISR
1998,Belarus,0,Denmark,0,BLR,DEN
1998,Bosnia and Herzegovina,1,Estonia,1,BIH,EST
1998,Cook Islands,2,Tonga,2,COK,TGA
1998,Cyprus,3,Spain,2,CYP,ESP
1998,Finland,3,Moldova,2,FIN,MDA
1998,Georgia,1,Albania,0,GEO,ALB
1998,Germany,1,Romania,1,GER,ROU
1998,Iceland,1,France,1,ISL,FRA
1998,Indonesia,3,Thailand,3,IDN,THA
1998,Republic of Ireland,2,Croatia,0,IRL,CRO
1998,Lithuania,0,Scotland,0,LTU,SCO
1998,Slovakia,3,Azerbaijan,0,SVK,AZE
1998,Solomon Islands,3,Papua New Guinea,1,SOL,PNG
1998,Sweden,2,England,1,SWE,ENG
1998,Tahiti,5,Samoa,1,TAH,SAM
1998,Turkey,3,Northern Ireland,0,TUR,NIR
1998,Ukraine,3,Russia,2,UKR,RUS
1998,Vietnam,0,Singapore,1,VIE,SGP
1998,Wales,0,Italy,2,WAL,ITA
1998,Bulgaria,0,Poland,3,BUL,POL
1998,Faroe Islands,0,Czech Republic,1,FRO,CZE
1998,Greece,2,Slovenia,2,GRE,SVN
1998,Hungary,1,Portugal,3,HUN,POR
1998,North Macedonia,4,Malta,0,MKD,MLT
1998,Norway,1,Latvia,3,NOR,LVA
1998,Eswatini,0,Ghana,1,SWZ,GHA
1998,Togo,0,Benin,1,TOG,BEN
1998,Samoa,2,Tonga,0,SAM,TGA
1998,Vanuatu,1,Fiji,2,VAN,FIJ
1998,Cook Islands,0,Tahiti,5,COK,TAH
1998,Vanuatu,1,Papua New Guinea,1,VAN,PNG
1998,Kuwait,0,Lebanon,0,KUW,LBN
1998,Fiji,2,Papua New Guinea,0,FIJ,PNG
1998,Vanuatu,3,Solomon Islands,1,VAN,SOL
1998,Saudi Arabia,8,Tanzania,0,KSA,TAN
1998,Fiji,1,Solomon Islands,1,FIJ,SOL
1998,Namibia,2,Mozambique,1,NAM,MOZ
1998,Syria,3,Oman,0,SYR,OMA
1998,Bahrain,2,Libya,2,BHR,LBY
1998,Saudi Arabia,2,Sudan,1,KSA,SDN
1998,Syria,0,Oman,0,SYR,OMA
1998,Qatar,1,Sudan,1,QAT,SDN
1998,United Arab Emirates,5,Libya,1,UAE,LBY
1998,Saudi Arabia,3,Senegal,2,KSA,SEN
1998,Bahrain,2,Syria,0,BHR,SYR
1998,Solomon Islands,2,Papua New Guinea,1,SOL,PNG
1998,Togo,0,Mali,1,TOG,MLI
1998,Oman,2,Zambia,0,OMA,ZAM
1998,Qatar,2,Libya,1,QAT,LBY
1998,Estonia,2,Egypt,2,EST,EGY
1998,Spain,1,Russia,0,ESP,RUS
1998,Libya,1,Jordan,2,LBY,JOR
1998,Oman,1,Zambia,1,OMA,ZAM
1998,Australia,3,Fiji,1,AUS,FIJ
1998,New Zealand,1,Tahiti,0,NZL,TAH
1998,Kuwait,4,Syria,0,KUW,SYR
1998,Qatar,2,Jordan,0,QAT,JOR
1998,Mali,1,Burkina Faso,0,MLI,BFA
1998,Saudi Arabia,4,Lebanon,1,KSA,LBN
1998,United Arab Emirates,4,Sudan,1,UAE,SDN
1998,Zimbabwe,0,Zambia,1,ZIM,ZAM
1998,Australia,16,Cook Islands,0,AUS,COK
1998,New Zealand,8,Vanuatu,1,NZL,VAN
1998,North Macedonia,2,Egypt,2,MKD,EGY
1998,Qatar,2,United Arab Emirates,1,QAT,UAE
1998,Saudi Arabia,2,Kuwait,1,KSA,KUW
1998,Fiji,3,Cook Islands,0,FIJ,COK
1998,Tahiti,5,Vanuatu,1,TAH,VAN
1998,Kuwait,4,United Arab Emirates,1,KUW,UAE
1998,Qatar,1,Saudi Arabia,3,QAT,KSA
1998,Australia,4,Tahiti,1,AUS,TAH
1998,New Zealand,1,Fiji,0,NZL,FIJ
1998,Bahrain,2,Sudan,3,BHR,SDN
1998,Kenya,1,Madagascar,1,KEN,MAD
1998,Morocco,3,Sierra Leone,0,MAR,SLE
1998,Namibia,0,Congo,1,NAM,CGO
1998,South Africa,1,Angola,0,RSA,ANG
1998,Australia,0,New Zealand,1,AUS,NZL
1998,Burkina Faso,0,Nigeria,0,BFA,NGA
1998,Cameroon,1,Ghana,3,CMR,GHA
1998,Gabon,2,Mauritius,0,GAB,MRI
1998,Tahiti,2,Fiji,4,TAH,FIJ
1998,Togo,2,Guinea,0,TOG,GUI
1998,Tunisia,2,Liberia,1,TUN,LBR
1998,Andorra,0,Ukraine,2,AND,UKR
1998,Armenia,0,Iceland,0,ARM,ISL
1998,Azerbaijan,0,Hungary,4,AZE,HUN
1998,Bosnia and Herzegovina,1,Czech Republic,3,BIH,CZE
1998,Cyprus,0,Austria,3,CYP,AUT
1998,Denmark,1,Wales,2,DEN,WAL
1998,England,0,Bulgaria,0,ENG,BUL
1998,Italy,2,Switzerland,0,ITA,SUI
1998,Latvia,1,Georgia,0,LVA,GEO
1998,Liechtenstein,0,Slovakia,4,LIE,SVK
1998,Lithuania,0,Faroe Islands,0,LTU,FRO
1998,Malta,1,Croatia,4,MLT,CRO
1998,Netherlands,2,Peru,0,NED,PER
1998,Northern Ireland,1,Finland,0,NIR,FIN
1998,Poland,3,Luxembourg,0,POL,LUX
1998,Portugal,0,Romania,1,POR,ROU
1998,Russia,2,France,3,RUS,FRA
1998,San Marino,0,Israel,5,SMR,ISR
1998,Scotland,3,Estonia,2,SCO,EST
1998,Slovenia,1,Norway,2,SVN,NOR
1998,Turkey,1,Germany,0,TUR,GER
1998,Netherlands,0,Ghana,0,NED,GHA
1998,Brazil,5,Ecuador,1,BRA,ECU
1998,Bulgaria,0,Sweden,1,BUL,SWE
1998,Croatia,3,North Macedonia,2,CRO,MKD
1998,Czech Republic,4,Estonia,1,CZE,EST
1998,France,2,Andorra,0,FRA,AND
1998,Greece,3,Georgia,0,GRE,GEO
1998,Hungary,1,Romania,1,HUN,ROU
1998,Iceland,1,Russia,0,ISL,RUS
1998,Republic of Ireland,5,Malta,0,IRL,MLT
1998,Israel,1,Spain,2,ISR,ESP
1998,Liechtenstein,2,Azerbaijan,1,LIE,AZE
1998,Lithuania,4,Bosnia and Herzegovina,2,LTU,BIH
1998,Luxembourg,0,England,3,LUX,ENG
1998,Moldova,1,Germany,3,MDA,GER
1998,Norway,2,Albania,2,NOR,ALB
1998,San Marino,1,Austria,4,SMR,AUT
1998,Scotland,2,Faroe Islands,1,SCO,FRO
1998,Slovakia,0,Portugal,3,SVK,POR
1998,Slovenia,1,Latvia,0,SVN,LVA
1998,Switzerland,1,Denmark,1,SUI,DEN
1998,Turkey,1,Finland,3,TUR,FIN
1998,Ukraine,2,Armenia,0,UKR,ARM
1998,Wales,3,Belarus,2,WAL,BLR
1998,Lebanon,3,Syria,3,LBN,SYR
1998,Qatar,2,Burkina Faso,2,QAT,BFA
1998,United Arab Emirates,2,Sudan,1,UAE,SDN
1998,Lebanon,1,Sudan,1,LBN,SDN
1998,Oman,4,Burkina Faso,2,OMA,BFA
1998,United Arab Emirates,1,Syria,0,UAE,SYR
1998,Oman,0,Burkina Faso,0,OMA,BFA
1998,Sudan,2,Syria,3,SDN,SYR
1998,United Arab Emirates,1,Lebanon,0,UAE,LBN
1998,Bahrain,2,Burkina Faso,1,BHR,BFA
1998,Japan,1,Egypt,0,JPN,EGY
1998,Bahrain,0,United Arab Emirates,1,BHR,UAE
1998,Kuwait,1,Saudi Arabia,2,KUW,KSA
1998,Oman,2,Qatar,1,OMA,QAT
1998,Bahrain,1,Saudi Arabia,1,BHR,KSA
1998,Kuwait,6,Qatar,2,KUW,QAT
1998,United Arab Emirates,3,Oman,2,UAE,OMA
1998,Bulgaria,0,Algeria,0,BUL,ALG
1998,Oman,0,Saudi Arabia,1,OMA,KSA
1998,Qatar,0,United Arab Emirates,0,QAT,UAE
1998,Bahrain,0,Kuwait,2,BHR,KUW
1998,Tunisia,1,Zimbabwe,1,TUN,ZIM
1998,Bahrain,0,Qatar,0,BHR,QAT
1998,Saudi Arabia,1,United Arab Emirates,0,KSA,UAE
1998,Oman,0,Kuwait,5,OMA,KUW
1998,Slovakia,1,Poland,3,SVK,POL
1998,Tunisia,3,Latvia,0,TUN,LVA
1998,Qatar,0,Saudi Arabia,0,QAT,KSA
1998,Bahrain,2,Oman,2,BHR,OMA
1998,United Arab Emirates,1,Kuwait,4,UAE,KUW
1998,Sri Lanka,2,Maldives,2,SRI,MDV
1998,India,0,Uzbekistan,0,IND,UZB
1998,El Salvador,0,Mexico,2,SLV,MEX
1998,Guatemala,3,Honduras,3,GUA,HON
