home,home_point
Netherlands,4.392710765708931
Senegal,4.32123726667192
England,1.8834070600808293
Wales,0.058068172674961
Argentina,3.478920809473599
Mexico,3.2495698835207802
France,4.054295412630648
Denmark,2.630539945897243
Spain,2.638327065470645
Japan,1.9174205201479393
Morocco,4.448040895064699
Croatia,3.787810668325069
Brazil,3.7902423625139505
Switzerland,3.2208272601640893
Portugal,2.5496039804626975
Ghana,1.8728087583688016
