home,home_point
Netherlands,7.58824231275239
Senegal,5.908764653227505
England,2.954973368619261
Wales,0.0580842497532261
Argentina,6.653212440195759
Mexico,5.673953619764227
France,7.18478280161054
Denmark,4.185207538513374
Spain,7.072268776365511
Germany,6.309455410802872
Belgium,6.049023083519718
Morocco,5.9410468054017915
Brazil,7.778555266210686
Switzerland,4.412880582811288
Portugal,4.582871018432602
Uruguay,2.379679072021236
